トピック,役割,ターゲットKW,検索Vol,KD,現在順位,優先度,GSCクリック(3M),GSC表示(3M),GSC CTR,見込み増加/月,施策タイプ,既存URL,備考（リライト方針エグゼクティブサマリー）
国内の宿泊業者 TC1: ホテル送迎外注の基礎,クラスター,旅館 送迎 委託 / 宿泊施設 送迎 手配,50〜200,低,圏外,-,-,-,10,新規作成,-,自社運行からハイヤー外注に切り替えるべき5つの理由。人件費・車両維持費・保険コストの比較
国内の宿泊業者 TC1: ホテル送迎外注の基礎,クラスター,ホテル 送迎バス / 送迎バス vs ハイヤー比較,40,低,圏外,-,-,-,5,新規作成,-,Ahrefs Vol: 40。送迎バスとハイヤーの使い分けガイド。団体客はバス/VIPはハイヤーという切り分け
国内の宿泊業者 TC1: ホテル送迎外注の基礎,クラスター,ホテル 空港送迎 / ゲスト 空港送迎 手配,20,低,圏外,-,-,-,5,新規作成,-,Ahrefs Vol: 20。ゲスト向け空港送迎の導入ステップ。予約フロー・料金設定・請求方法。法人TC3空港送迎と相互リンク
国内の宿泊業者 TC2: ゲスト対応・コンシェルジュ業務,ピラー,コンシェルジュ タクシー 手配 / ゲスト送迎 ハイヤー,50〜150,低,圏外,-,-,-,8,新規作成,-,コンシェルジュの実務フローに特化した基礎知識ガイド。予約代行・車種選定・料金案内の手順
国内の宿泊業者 TC2: ゲスト対応・コンシェルジュ業務,クラスター,観光タクシー / 貸切タクシー 観光（ゲスト手配ガイド）,800 / 600,低〜中,圏外,-,-,-,30,新規作成,-,Ahrefs: 観光タクシーVol800 / 貸切タクシーVol600。宿泊施設スタッフ向け「ゲストに観光タクシーを案内する方法」。料金相場・予約先・コース例
国内の宿泊業者 TC2: ゲスト対応・コンシェルジュ業務,クラスター,結婚式 送迎バス / ウェディング 送迎,100,低,圏外,-,-,-,8,新規作成,-,Ahrefs Vol: 100。ホテル婚礼部門向け。ゲスト送迎の手配マニュアル。バスvsハイヤーの使い分け・料金目安
国内の宿泊業者 TC2: ゲスト対応・コンシェルジュ業務,クラスター,ホテル VIPゲスト 送迎 / 高級ホテル 送迎対応,10〜30,低,圏外,-,-,-,3,新規作成,-,VIPゲスト・スイートルーム利用客向けの送迎対応ノウハウ。車種選定・ドライバー教育・セキュリティ配慮
国内の宿泊業者 TC3: インバウンド・外国人ゲスト対応,ピラー,インバウンド ゲスト 送迎 / 外国人 宿泊客 空港送迎,100〜200,低,圏外,-,-,-,12,新規作成,-,インバウンド対応ノウハウ。多言語対応・フライト遅延時の対応・ネームボード準備等。海外旅行会社セグメントの英語記事と日本語側で連携
国内の宿泊業者 TC3: インバウンド・外国人ゲスト対応,クラスター,多言語対応 送迎 / 英語対応 ハイヤー,10〜30,低,圏外,-,-,-,3,新規作成,-,英語・中国語対応ドライバーの手配方法。翻訳ツール活用・定型文テンプレート提供
国内の宿泊業者 TC3: インバウンド・外国人ゲスト対応,クラスター,送迎サービス 比較 / 送迎サービス 導入,300,低,圏外,3,280,1.07%,10,新規作成,-,Ahrefs Vol: 300（KD 5）。送迎サービス各社の比較記事。宿泊施設が導入する際の選定基準・契約形態・費用感
海外の旅行会社 TC1: Japan Private Car Service,ピラー,japan private car service / japan chauffeur service,80〜200※,中,圏外,-,-,-,30,新規作成,-,※US Vol: 20（Global推定80-200）。英語ピラーページ。包括的ガイド。競合にB2Bコンテンツがなくチャンス大。/en/blog/配下に新設
海外の旅行会社 TC1: Japan Private Car Service,クラスター,hire car japan / car hire with driver japan,300〜800※,中,圏外,-,-,-,40,新規作成,-,※Global推定。旅行会社がクライアント向けに車両手配を検討する際の比較情報
海外の旅行会社 TC1: Japan Private Car Service,クラスター,japan ground transportation for travel agents,50〜200※,低,圏外,-,-,-,10,新規作成,-,※Global推定。ボリューム小だがCVR極めて高い。旅行会社の手配実務に特化。B2B予約フロー解説
海外の旅行会社 TC1: Japan Private Car Service,クラスター,japan DMC transportation / japan land operator transfer,30〜100※,低,圏外,-,-,-,5,新規作成,-,※Global推定。ニッチだがCVR最高。DMC/ランドオペレーター向け業界専門コンテンツ
海外の旅行会社 TC2: Airport Transfers by City,ピラー,tokyo airport transfer / japan airport transfer,250 / 90 (US),低〜中,圏外,-,-,-,50,新規作成,-,Ahrefs US: tokyo 250 / japan 90。空港送迎の包括ガイド。NRT・HND・KIX別の料金・所要時間・予約方法比較
海外の旅行会社 TC2: Airport Transfers by City,クラスター,narita airport transfer / NRT private car,150 (US),低,圏外,-,-,-,20,新規作成,-,Ahrefs US Vol: 150（KD 1 / CPC $1.40）。成田空港の送迎完全ガイド。ターミナル別乗車場所・料金表・所要時間
海外の旅行会社 TC2: Airport Transfers by City,クラスター,haneda airport transfer / HND private transfer,100 (US),低,圏外,-,-,-,15,新規作成,-,Ahrefs US Vol: 100（KD 0 / CPC $1.30）。羽田空港のターミナル別ガイド。国際線到着→送迎の流れ
海外の旅行会社 TC2: Airport Transfers by City,クラスター,osaka airport transfer / kansai airport transfer,150 / 100 (US),低,圏外,-,-,-,20,新規作成,-,Ahrefs US Vol: osaka 150 / kansai 100。関西空港＋伊丹空港の送迎ガイド。大阪・京都・神戸への料金比較
海外の旅行会社 TC2: Airport Transfers by City,クラスター,Japan Alphard hire / Toyota Alphard charter Japan,50〜200※,低,圏外,-,-,-,10,新規作成,-,※Global推定。車種指名検索。アルファードは訪日VIP送迎で最も需要の高い車種。日本語版TC5と連携
海外の旅行会社 TC3: Tours & Specialty Services,ピラー,japan private tour car / sightseeing car japan,200〜500※,中,圏外,-,-,-,25,新規作成,-,※Global推定。ツアーオペレーター向けプライベートツアー車両ガイド。半日・1日・マルチデイのプラン例
海外の旅行会社 TC3: Tours & Specialty Services,クラスター,MICE transportation Japan / corporate event transfer,10〜50※,低,圏外,-,-,-,3,新規作成,-,※Global推定。超ニッチだが高単価案件。法人イベント・カンファレンスの送迎手配
海外の旅行会社 TC3: Tours & Specialty Services,クラスター,Japan cruise port transfer / shore excursion transportation,50〜200※,低〜中,圏外,-,-,-,10,新規作成,-,※Global推定。クルーズ業界の成長に伴い需要増。横浜・神戸・那覇等の港別ガイド形式で差別化
